date,count,fatal,injury
20150512,810,0,126
20150513,772,0,117
20150514,782,0,128
20150515,846,0,123
20150516,786,0,137
20150517,675,0,132
20150518,662,0,96
20150519,708,0,101
20150520,791,0,125
20150521,706,0,91
20150522,857,0,130
20150523,650,0,103
20150524,516,0,84
20150525,510,0,90
20150526,794,0,108
20150527,831,0,134
20150528,799,0,117
20150529,969,0,156
20150530,750,0,128
20150531,667,0,112
20150601,806,0,115
20150602,767,0,125
20150603,783,0,125
20150604,651,0,100
20150605,802,0,111
20150606,718,0,120
20150607,673,0,114
20150608,741,0,107
20150609,757,0,105
20150610,802,0,135
20150611,777,0,111
20150612,535,0,84
20150613,480,0,85
20150614,682,0,106
20150615,576,0,70
20150616,699,0,106
20150617,839,0,133
20150618,739,0,124
20150619,849,0,117
20150620,607,0,102
20150621,746,0,126
20150622,914,0,140
20150623,819,0,117
20150624,893,0,116
20150625,782,0,112
20150626,906,0,132
20150627,699,0,104
20150628,633,0,98
20150629,776,0,114
20150630,732,0,110
20150701,812,0,129
20150702,698,0,95
20150703,662,0,113
20150704,484,0,95
20150705,556,0,89
20150706,698,0,100
20150707,772,0,126
20150708,723,0,103
20150709,680,0,113
20150710,847,0,138
20150711,711,0,114
20150712,622,0,101
20150713,788,0,120
20150714,760,0,103
20150715,727,0,117
20150716,808,0,122
20150717,771,0,112
20150718,667,0,106
20150719,647,0,102
20150720,867,0,140
20150721,700,0,94
20150722,730,0,112
20150723,744,0,122
20150724,582,0,92
20150725,532,0,81
20150726,677,0,126
20150727,728,0,102
20150728,753,0,110
20150729,740,0,111
20150730,822,0,105
20150731,895,0,142
20150801,787,0,119
20150802,656,0,107
20150803,840,0,135
20150804,780,0,114
20150805,739,0,120
20150806,742,0,113
20150807,869,0,143
20150808,640,0,95
20150809,594,0,105
20150810,722,0,111
20150811,715,0,114
20150812,749,0,106
20150813,845,0,131
20150814,858,0,130
20150815,669,0,90
20150816,658,0,106
20150817,699,0,107
20150818,740,0,117
20150819,694,0,100
20150820,711,0,111
20150821,884,0,131
20150822,691,0,110
20150823,585,0,93
20150824,673,0,98
20150825,700,0,106
20150826,714,0,108
20150827,724,0,110
20150828,727,0,118
20150829,641,0,102
20150830,678,0,115
20150831,742,0,128
20150901,739,0,113
20150902,775,0,122
20150903,758,0,93
20150904,759,0,116
20150905,649,0,108
20150906,614,0,110
20150907,586,0,101
20150908,927,0,132
20150909,857,0,117
20150910,849,0,133
20150911,892,0,127
20150912,657,0,103
20150913,562,0,84
20150914,696,0,117
20150915,687,0,108
20150916,878,0,131
20150917,878,0,134
20150918,889,0,129
20150919,789,0,134
20150920,669,0,113
20150921,739,0,115
20150922,667,0,96
20150923,585,0,84
20150924,764,0,145
20150925,702,0,117
20150926,663,0,106
20150927,594,0,101
20150928,681,0,95
20150929,669,0,112
20150930,732,0,98
20151001,819,0,136
20151002,928,0,130
20151003,652,0,96
20151004,649,0,113
20151005,707,0,111
20151006,747,0,116
20151007,790,0,122
20151008,785,0,119
20151009,884,0,120
20151010,756,0,107
20151011,666,0,107
20151012,605,0,100
20151013,865,0,141
20151014,791,0,133
20151015,814,0,131
20151016,789,0,113
20151017,671,0,106
20151018,645,0,94
20151019,762,0,95
20151020,847,0,133
20151021,853,0,133
20151022,797,0,131
20151023,893,0,151
20151024,601,0,82
20151025,618,0,96
20151026,816,0,118
20151027,733,0,102
20151028,832,0,143
20151029,911,0,144
20151030,803,0,115
20151031,427,0,70
20151101,366,0,54
20151102,715,0,103
20151103,784,0,129
20151104,799,0,127
20151105,803,0,113
20151106,720,0,104
20151107,585,0,85
20151108,559,0,87
20151109,745,0,130
20151110,903,0,147
20151111,615,0,85
20151112,748,0,111
20151113,787,0,110
20151114,718,0,105
20151115,602,0,102
20151116,736,0,118
20151117,806,0,122
20151118,736,0,108
20151119,970,0,173
20151120,982,0,163
20151121,692,0,95
20151122,514,0,83
20151123,812,0,109
20151124,831,0,98
20151125,843,0,126
20151126,458,0,75
20151127,586,0,106
20151128,618,0,110
20151129,526,0,73
20151130,715,0,104
20151201,909,0,163
20151202,787,0,132
20151203,716,0,93
20151204,804,0,124
20151205,745,0,116
20151206,572,0,87
20151207,780,0,112
20151208,714,0,96
20151209,668,0,93
20151210,780,0,112
20151211,803,0,109
20151212,684,0,106
20151213,652,0,103
20151214,752,0,115
20151215,880,0,127
20151216,788,0,115
20151217,902,0,157
20151218,897,0,130
20151219,716,0,92
20151220,584,0,84
20151221,714,0,103
20151222,823,0,124
20151223,976,0,171
20151224,728,0,125
20151225,389,0,68
20151226,470,0,76
20151227,627,0,109
20151228,582,0,92
20151229,636,0,103
20151230,607,0,106
20151231,607,0,80
20160101,466,0,72
20160102,495,0,73
20160103,521,0,88
20160104,701,0,100
20160105,731,0,91
20160106,720,0,96
20160107,633,0,92
20160108,708,0,106
20160109,655,0,101
20160110,549,0,87
20160111,798,0,118
20160112,737,0,100
20160113,708,0,103
20160114,698,0,101
20160115,830,0,108
20160116,655,0,92
20160117,533,0,82
20160118,574,0,93
20160119,794,0,132
20160120,720,0,97
20160121,767,0,101
20160122,802,0,101
20160123,433,0,31
20160124,559,0,42
20160125,721,0,62
20160126,819,0,85
20160127,755,0,85
20160128,786,0,105
20160129,728,0,83
20160130,679,0,82
20160131,601,0,69
20160201,834,0,118
20160202,828,0,117
20160203,693,0,114
20160204,708,0,99
20160205,716,0,109
20160206,656,0,103
20160207,499,0,76
20160208,569,0,67
20160209,651,0,80
20160210,625,0,88
20160211,741,0,119
20160212,739,0,111
20160213,559,0,79
20160214,348,0,39
20160215,340,0,50
20160216,724,0,109
20160217,595,0,70
20160218,687,0,95
20160219,608,0,76
20160220,650,0,95
20160221,569,0,87
20160222,698,0,83
20160223,735,0,113
20160224,772,0,112
20160225,773,0,110
20160226,564,0,89
20160227,467,0,79
20160228,594,0,85
20160229,719,0,103
20160301,756,0,95
20160302,753,0,100
20160303,715,0,90
20160304,790,0,108
20160305,710,0,109
20160306,589,0,89
20160307,659,0,88
20160308,742,0,111
20160309,783,0,123
20160310,730,0,101
20160311,782,0,113
20160312,730,0,108
20160313,509,0,78
20160314,744,0,118
20160315,695,0,100
20160316,727,0,124
20160317,699,0,108
20160318,744,0,113
20160319,624,0,105
20160320,565,0,99
20160321,737,0,130
20160322,718,0,112
20160323,717,0,108
20160324,738,0,122
20160325,650,0,110
20160326,635,0,113
20160327,535,0,85
20160328,788,0,137
20160329,791,0,124
20160330,761,0,118
20160331,759,0,117
20160401,842,0,144
20160402,706,0,118
20160403,689,0,113
20160404,809,0,134
20160405,784,0,117
20160406,731,0,116
20160407,748,0,122
20160408,815,0,138
20160409,662,0,107
20160410,607,0,114
20160411,718,0,101
20160412,747,0,113
20160413,823,0,135
20160414,789,0,120
20160415,850,0,127
20160416,806,0,141
20160417,690,0,133
20160418,817,0,137
20160419,876,0,151
20160420,842,0,155
20160421,825,0,136
20160422,867,0,129
20160423,786,0,147
20160424,527,0,93
20160425,570,0,90
20160426,578,0,100
20160427,604,0,96
20160428,569,0,81
20160429,607,0,92
20160430,695,0,117
20160501,589,0,107
20160502,692,0,105
20160503,839,0,128
20160504,776,0,125
20160505,734,0,110
20160506,860,0,134
20160507,684,0,115
20160508,722,0,133
20160509,762,0,121
20160510,707,0,101
20160511,828,0,135
20160512,883,0,144
20160513,892,0,127
20160514,708,0,122
20160515,614,0,105
20160516,881,0,144
20160517,735,0,116
20160518,778,0,104
20160519,819,0,131
20160520,930,0,151
20160521,685,0,125
20160522,692,0,126
20160523,769,0,122
20160524,821,0,128
20160525,855,0,128
20160526,849,0,111
20160527,901,0,142
20160528,766,0,145
20160529,689,0,128
20160530,564,0,95
20160531,898,0,140
20160601,905,0,143
20160602,809,0,131
20160603,825,0,127
20160604,763,0,139
20160605,555,0,93
20160606,894,0,154
20160607,841,0,147
20160608,868,0,151
20160609,732,0,98
20160610,811,0,132
20160611,463,0,65
20160612,571,0,80
20160613,617,0,88
20160614,403,0,60
20160615,756,0,119
20160616,804,0,117
20160617,888,0,142
20160618,800,0,103
20160619,653,0,96
20160620,862,0,125
20160621,799,0,122
20160622,884,0,139
20160623,733,0,92
20160624,964,0,157
20160625,795,0,114
20160626,696,0,118
20160627,842,0,129
20160628,794,0,123
20160629,791,0,105
20160630,888,0,131
20160701,893,0,144
20160702,674,0,109
20160703,550,0,106
20160704,609,0,124
20160705,794,0,134
20160706,784,0,108
20160707,709,0,110
20160708,719,0,110
20160709,614,0,117
20160710,586,0,85
20160711,744,0,126
20160712,747,0,88
20160713,697,0,96
20160714,869,0,130
20160715,930,0,135
20160716,734,0,113
20160717,673,0,102
20160718,842,0,120
20160719,837,0,140
20160720,827,0,134
20160721,877,0,149
20160722,883,0,118
20160723,772,0,125
20160724,669,0,105
20160725,815,0,118
20160726,802,0,116
20160727,850,0,163
20160728,843,0,135
20160729,923,0,150
20160730,737,0,138
20160731,635,0,106
20160801,674,0,105
20160802,733,0,133
20160803,831,0,143
20160804,865,0,151
20160805,838,0,139
20160806,691,0,113
20160807,661,0,121
20160808,753,0,122
20160809,771,0,121
20160810,756,0,138
20160811,818,0,146
20160812,877,0,148
20160813,740,0,126
20160814,613,0,92
20160815,765,0,122
20160816,791,0,150
20160817,768,0,110
20160818,766,0,131
20160819,860,0,153
20160820,683,0,103
20160821,631,0,119
20160822,806,0,138
20160823,769,0,132
20160824,753,0,118
20160825,794,0,135
20160826,885,0,130
20160827,764,0,140
20160828,674,0,117
20160829,812,0,138
20160830,755,0,133
20160831,790,0,129
20160901,782,0,108
20160902,830,0,133
20160903,616,0,118
20160904,568,0,103
20160905,515,0,96
20160906,727,0,101
20160907,769,0,121
20160908,859,0,143
20160909,824,0,108
20160910,724,0,125
20160911,641,0,105
20160912,798,0,150
20160913,963,0,185
20160914,920,0,141
20160915,913,0,159
20160916,927,0,150
20160917,789,0,145
20160918,650,0,115
20160919,824,0,144
20160920,745,0,126
20160921,771,0,150
20160922,806,0,146
20160923,998,0,186
20160924,740,0,128
20160925,701,0,128
20160926,750,0,128
20160927,801,0,142
20160928,761,0,124
20160929,737,0,113
20160930,1057,0,185
20161001,700,0,119
20161002,585,0,99
20161003,592,0,102
20161004,615,0,92
20161005,833,0,138
20161006,915,0,151
20161007,881,0,127
20161008,749,0,116
20161009,564,0,85
20161010,663,0,124
20161011,879,0,140
20161012,625,0,127
20161013,901,0,144
20161014,923,0,156
20161015,759,0,118
20161016,617,0,116
20161017,707,0,122
20161018,705,0,115
20161019,809,0,133
20161020,782,0,120
20161021,1038,0,187
20161022,757,0,128
20161023,633,0,99
20161024,684,0,111
20161025,676,0,110
20161026,846,0,140
20161027,995,0,164
20161028,940,0,142
20161029,733,0,119
20161030,678,0,121
20161031,778,0,123
20161101,869,0,137
20161102,789,0,124
20161103,830,0,141
20161104,943,0,166
20161105,755,0,129
20161106,641,0,110
20161107,865,0,166
20161108,765,0,145
20161109,646,0,105
20161110,825,0,119
20161111,791,0,128
20161112,701,0,115
20161113,636,0,118
20161114,796,0,128
20161115,893,0,152
20161116,827,0,125
20161117,835,0,128
20161118,932,0,159
20161119,800,0,144
20161120,644,0,119
20161121,783,0,99
20161122,894,0,129
20161123,944,0,137
20161124,524,0,96
20161125,561,0,106
20161126,540,0,77
20161127,545,0,79
20161128,758,0,111
20161129,939,0,187
20161130,885,0,155
20161201,873,0,139
20161202,810,0,120
20161203,707,0,115
20161204,572,0,90
20161205,948,0,157
20161206,858,0,147
20161207,754,0,117
20161208,730,0,95
20161209,832,0,131
20161210,674,0,120
20161211,642,0,121
20161212,783,0,118
20161213,743,0,113
20161214,813,0,124
20161215,876,0,127
20161216,913,0,123
20161217,726,0,103
20161218,634,0,115
20161219,859,0,137
20161220,857,0,138
20161221,805,0,129
20161222,818,0,118
20161223,844,0,152
20161224,668,0,114
20161225,441,0,76
20161226,471,0,78
20161227,682,0,113
20161228,641,0,95
20161229,641,0,100
20161230,684,0,100
20161231,547,0,84
20170101,592,0,109
20170102,541,0,94
20170103,820,0,165
20170104,684,0,98
20170105,619,0,69
20170106,723,0,128
20170107,1004,0,109
20170108,470,0,63
20170109,774,0,107
20170110,711,0,117
20170111,748,0,120
20170112,770,0,128
20170113,716,0,115
20170114,598,0,105
20170115,580,0,93
20170116,568,0,94
20170117,805,0,153
20170118,660,0,115
20170119,709,0,104
20170120,705,0,103
20170121,567,0,95
20170122,492,0,84
20170123,835,0,171
20170124,698,0,135
20170125,672,0,102
20170126,672,0,111
20170127,674,0,95
20170128,600,0,104
20170129,500,0,76
20170130,643,0,101
20170131,663,0,96
20170201,672,0,103
20170202,693,0,108
20170203,701,0,97
20170204,646,0,105
20170205,504,0,79
20170206,653,0,97
20170207,750,0,125
20170208,807,0,141
20170209,558,0,58
20170210,795,0,92
20170211,590,0,85
20170212,527,0,95
20170213,752,0,114
20170214,803,0,123
20170215,704,0,104
20170216,764,0,126
20170217,795,0,118
20170218,682,0,114
20170219,525,0,88
20170220,514,0,88
20170221,569,0,91
20170222,563,0,89
20170223,700,0,119
20170224,820,0,167
20170225,684,0,117
20170226,528,0,71
20170227,637,0,98
20170228,700,0,113
20170301,681,0,112
20170302,761,0,112
20170303,869,0,127
20170304,628,0,92
20170305,562,0,81
20170306,711,0,101
20170307,730,0,96
20170308,710,0,106
20170309,792,0,127
20170310,734,0,125
20170311,634,0,90
20170312,610,0,96
20170313,930,0,138
20170314,402,0,29
20170315,719,0,73
20170316,954,0,123
20170317,849,0,101
20170318,576,0,78
20170319,628,0,83
20170320,876,0,135
20170321,746,0,115
20170322,719,0,107
20170323,842,0,140
20170324,762,0,109
20170325,670,0,103
20170326,536,0,83
20170327,738,0,113
20170328,689,0,103
20170329,804,0,140
20170330,746,0,111
20170331,888,0,141
20170401,674,0,87
20170402,616,0,104
20170403,767,0,123
20170404,681,0,85
20170405,696,0,113
20170406,819,0,118
20170407,801,0,112
20170408,726,0,103
20170409,644,0,105
20170410,728,0,100
20170411,630,0,113
20170412,631,0,94
20170413,702,0,113
20170414,625,0,110
20170415,590,0,97
20170416,563,0,86
20170417,581,0,100
20170418,613,0,100
20170419,686,0,109
20170420,736,0,112
20170421,809,0,123
20170422,643,0,96
20170423,619,0,107
20170424,643,0,102
20170425,854,0,135
20170426,745,0,123
20170427,798,0,114
20170428,1008,0,154
20170429,801,0,142
20170430,563,0,94
20170501,754,0,117
20170502,881,0,144
20170503,835,0,124
20170504,827,0,133
20170505,909,0,133
20170506,809,0,130
20170507,626,0,117
20170508,768,0,133
20170509,752,0,105
20170510,779,0,115
20170511,809,0,129
20170512,958,0,144
20170513,816,0,135
20170514,742,0,112
20170515,836,0,110
20170516,814,0,121
20170517,901,0,153
20170518,1089,0,184
20170519,1131,0,167
20170520,736,0,126
20170521,741,0,129
20170522,837,0,121
20170523,772,0,115
20170524,763,0,124
20170525,894,0,157
20170526,894,0,123
20170527,565,0,90
20170528,571,0,102
20170529,442,0,74
20170530,775,0,133
20170531,820,0,152
20170601,781,0,134
20170602,894,0,161
20170603,776,0,143
20170604,560,0,92
20170605,772,0,121
20170606,789,0,132
20170607,783,0,115
20170608,804,0,146
20170609,906,0,140
20170610,789,0,127
20170611,838,0,138
20170612,946,0,146
20170613,964,0,142
20170614,901,0,153
20170615,909,0,148
20170616,787,0,133
20170617,764,0,112
20170618,726,0,136
20170619,973,0,167
20170620,959,0,152
20170621,877,0,136
20170622,983,0,143
20170623,937,0,148
20170624,888,0,139
20170625,708,0,125
20170626,798,0,133
20170627,919,0,168
20170628,891,0,164
20170629,900,0,136
20170630,879,0,135
20170701,730,0,137
20170702,663,0,130
20170703,713,0,99
20170704,529,0,107
20170705,844,0,141
20170706,726,0,117
20170707,819,0,145
20170708,705,0,123
20170709,618,0,112
20170710,790,0,124
20170711,742,0,112
20170712,784,0,110
20170713,890,0,136
20170714,825,0,123
20170715,768,0,122
20170716,639,0,125
20170717,758,0,125
20170718,855,0,155
20170719,878,0,137
20170720,909,0,140
20170721,862,0,135
20170722,772,0,126
20170723,663,0,112
20170724,744,0,127
20170725,716,0,127
20170726,764,0,131
20170727,724,0,119
20170728,808,0,128
20170729,606,0,98
20170730,743,0,139
20170731,778,0,125
20170801,843,0,140
20170802,730,0,118
20170803,851,0,142
20170804,890,0,141
20170805,684,0,114
20170806,618,0,103
20170807,712,0,110
20170808,751,0,123
20170809,756,0,109
20170810,775,0,131
20170811,774,0,123
20170812,630,0,108
20170813,669,0,115
20170814,693,0,99
20170815,687,0,118
20170816,723,0,129
20170817,759,0,127
20170818,721,0,115
20170819,770,0,139
20170820,641,0,111
20170821,735,0,115
20170822,796,0,125
20170823,747,0,129
20170824,762,0,139
20170825,773,0,145
20170826,676,0,114
20170827,604,0,111
20170828,703,0,127
20170829,740,0,138
20170830,799,0,132
20170831,726,0,114
20170901,820,0,143
20170902,687,0,131
20170903,626,0,112
20170904,659,0,136
20170905,840,0,138
20170906,712,0,110
20170907,941,0,165
20170908,868,0,134
20170909,745,0,143
20170910,649,0,123
20170911,853,0,127
20170912,798,0,127
20170913,876,0,143
20170914,850,0,133
20170915,1011,0,194
20170916,740,0,125
20170917,717,0,136
20170918,797,0,133
20170919,787,0,130
20170920,692,0,114
20170921,628,0,98
20170922,728,0,119
20170923,780,0,152
20170924,719,0,137
20170925,825,0,109
20170926,799,0,147
20170927,839,0,154
20170928,887,0,155
20170929,906,0,157
20170930,656,0,113
20171001,681,0,118
20171002,872,0,141
20171003,797,0,113
20171004,837,0,141
20171005,773,0,123
20171006,770,0,126
20171007,694,0,129
20171008,622,0,103
20171009,655,0,118
20171010,912,0,155
20171011,755,0,132
20171012,729,0,130
20171013,779,0,127
20171014,683,0,121
20171015,599,0,105
20171016,766,0,132
20171017,880,0,152
20171018,873,0,140
20171019,914,0,159
20171020,1009,0,194
20171021,690,0,112
20171022,626,0,105
20171023,796,0,130
20171024,787,0,112
20171025,763,0,121
20171026,750,0,100
20171027,920,0,166
20171028,734,0,124
20171029,775,0,167
20171030,977,0,157
20171031,827,0,138
20171101,726,0,122
20171102,884,0,145
20171103,915,0,150
20171104,731,0,125
20171105,625,0,111
20171106,801,0,127
20171107,853,0,151
20171108,769,0,112
20171109,823,0,129
20171110,844,0,123
20171111,734,0,115
20171112,639,0,102
20171113,805,0,109
20171114,734,0,94
20171115,840,0,134
20171116,968,0,165
20171117,953,0,146
20171118,750,0,126
20171119,692,0,121
20171120,885,0,143
20171121,928,0,141
20171122,900,0,133
20171123,561,0,96
20171124,582,0,87
20171125,536,0,81
20171126,578,0,96
20171127,745,0,112
20171128,764,0,122
20171129,831,0,135
20171130,785,0,129
20171201,923,0,154
20171202,656,0,84
20171203,518,0,72
20171204,833,0,152
20171205,846,0,145
20171206,754,0,109
20171207,828,0,139
20171208,798,0,117
20171209,646,0,110
20171210,616,0,107
20171211,864,0,143
20171212,799,0,116
20171213,836,0,129
20171214,1038,0,159
20171215,1155,0,161
20171216,774,0,121
20171217,655,0,108
20171218,836,0,132
20171219,771,0,118
20171220,834,0,139
20171221,884,0,146
20171222,845,0,130
20171223,678,0,118
20171224,554,0,87
20171225,390,0,61
20171226,635,0,97
20171227,689,0,114
20171228,695,0,89
20171229,687,0,90
20171230,665,0,104
20171231,538,0,81
20180101,523,0,81
20180102,769,0,124
20180103,748,0,118
20180104,490,0,42
20180105,786,0,96
20180106,678,0,93
20180107,552,0,87
20180108,826,0,124
20180109,798,0,124
20180110,813,0,134
20180111,829,0,146
20180112,827,0,134
20180113,715,0,121
20180114,574,0,93
20180115,627,0,114
20180116,717,0,112
20180117,706,0,104
20180118,741,0,115
20180119,680,0,85
20180120,614,0,91
20180121,506,0,90
20180122,672,0,125
20180123,642,0,118
20180124,708,0,106
20180125,719,0,122
20180126,808,0,137
20180127,602,0,100
20180128,479,0,74
20180129,616,0,97
20180130,674,0,102
20180131,700,0,108
20180201,685,0,99
20180202,715,0,102
20180203,552,0,81
20180204,663,0,129
20180205,825,0,127
20180206,632,0,92
20180207,788,0,144
20180208,726,0,121
20180209,688,0,109
20180210,656,0,114
20180211,590,0,113
20180212,633,0,94
20180213,707,0,102
20180214,782,0,123
20180215,752,0,114
20180216,674,0,104
20180217,704,0,108
20180218,575,0,107
20180219,519,0,90
20180220,639,0,117
20180221,703,0,114
20180222,643,0,100
20180223,647,0,106
20180224,649,0,118
20180225,535,0,92
20180226,635,0,89
20180227,722,0,109
20180228,741,0,114
20180301,720,0,115
20180302,1035,0,169
20180303,700,0,104
20180304,534,0,87
20180305,694,0,94
20180306,768,0,116
20180307,587,0,98
20180308,703,0,104
20180309,827,0,119
20180310,590,0,80
20180311,513,0,94
